County Name,State,Cases,Deaths,CasesPerCap,DeathsPerCap,TotalPop,IncomePerCap,Poverty,Unemployment
monroe county,iowa,2173,52,0.27464610717896865,0.006572295247724975,7912,25929,10.9,5.6
montgomery county,iowa,2566,59,0.2506104111729661,0.005762281472800078,10239,25005,16.5,6.7
muscatine county,iowa,11155,139,0.25988397828669946,0.003238357057987559,42923,28028,10.5,3.5
o'brien county,iowa,3833,73,0.2748852553069421,0.00523522662076879,13944,32051,9.7,2.3
osceola county,iowa,1547,23,0.25158562367864695,0.0037404456009107172,6149,26776,11.4,1.7
page county,iowa,3796,54,0.24660559994802833,0.0035080880919898657,15393,25739,13.6,3.9
palo alto county,iowa,2367,41,0.2598243688254665,0.004500548847420417,9110,27902,7.1,1.3
plymouth county,iowa,7026,112,0.28073680425140846,0.004475166819834579,25027,30686,9.1,2.9
pocahontas county,iowa,1907,31,0.2735226620768789,0.00444635685599541,6972,27553,13.2,3.5
polk county,iowa,145914,1201,0.3122925294551992,0.002570440998640941,467235,33524,11.7,4.7
pottawattamie county,iowa,27734,349,0.29729758701641174,0.0037411429245232455,93287,29085,11.2,4.7
poweshiek county,iowa,4579,65,0.24848057304102453,0.003527241154764489,18428,27679,10.7,4.6
ringgold county,iowa,1310,42,0.2627356598475732,0.00842358604091456,4986,27621,10.9,5.0
sac county,iowa,2832,42,0.28502415458937197,0.004227053140096618,9936,29502,9.4,4.0
scott county,iowa,48359,439,0.28198818610672155,0.002559871248389147,171493,30798,12.3,4.2
shelby county,iowa,3120,56,0.2650356778797146,0.004757050628610262,11772,30799,8.7,3.7
sioux county,iowa,8792,96,0.25343018563357544,0.002767208578346593,34692,27339,7.9,2.2
story county,iowa,22987,101,0.2397275988653429,0.0010533121975638245,95888,27392,22.0,4.4
tama county,iowa,4595,100,0.26659317707124625,0.0058018101647714084,17236,27074,11.8,3.8
taylor county,iowa,1519,25,0.2444480205986482,0.004023173479240425,6214,27344,11.0,2.8
union county,iowa,3144,54,0.25158037929102983,0.004321037048891734,12497,25098,13.8,4.3
van buren county,iowa,1681,28,0.23002189381499727,0.0038314176245210726,7308,24952,14.0,4.8
wapello county,iowa,10321,220,0.29220576993856345,0.006228589224540642,35321,23413,17.0,6.3
warren county,iowa,14388,152,0.2958667489204195,0.0031256426074439646,48630,33013,6.2,3.8
washington county,iowa,6732,88,0.30468431771894094,0.0039828015388096855,22095,28397,9.1,3.6
wayne county,iowa,1506,34,0.2351288056206089,0.005308352849336456,6405,23367,15.9,2.6
webster county,iowa,11996,185,0.3246988767086209,0.005007443497090269,36945,24629,16.2,5.7
winnebago county,iowa,3433,47,0.3255571360834519,0.004457088667614984,10545,26558,10.1,7.0
winneshiek county,iowa,4453,55,0.2164277035236938,0.0026731470230862697,20575,29052,8.0,2.0
woodbury county,iowa,32721,356,0.31955037745246445,0.003476664355401037,102397,25699,14.0,4.8
worth county,iowa,2028,17,0.27032791255665156,0.0022660623833644362,7502,26781,10.1,6.2
wright county,iowa,4009,70,0.3116449004975124,0.005441542288557214,12864,28200,12.6,5.8
allen county,kansas,5021,53,0.3937421580928482,0.0041562107904642405,12752,23011,14.2,3.6
anderson county,kansas,2540,29,0.3239795918367347,0.003698979591836735,7840,21887,13.6,4.2
atchison county,kansas,4949,34,0.30055872707397063,0.002064860925543544,16466,25494,18.5,6.3
barber county,kansas,1211,8,0.24689092762487258,0.0016309887869520897,4905,28840,15.9,2.5
barton county,kansas,7553,96,0.27904828758266526,0.0035467543503158827,27067,26264,15.7,4.2
bourbon county,kansas,5438,52,0.36850308328250997,0.003523751439994579,14757,20707,17.6,2.2
brown county,kansas,3115,46,0.3199465899753492,0.004724732949876746,9736,24319,13.2,3.4
butler county,kansas,22135,184,0.33406278297615455,0.0027769393299124662,66260,28478,10.8,4.5
chase county,kansas,785,7,0.2945590994371482,0.002626641651031895,2665,24469,12.6,4.8
chautauqua county,kansas,981,17,0.2864233576642336,0.004963503649635037,3425,23621,14.3,6.2
cherokee county,kansas,7257,84,0.35398273254963175,0.004097361104336374,20501,21006,13.7,5.4
cheyenne county,kansas,724,14,0.27045199850579005,0.005229734777736272,2677,27934,11.2,1.7
clark county,kansas,568,8,0.27190043082814747,0.003829583532790809,2089,27087,8.9,1.5
clay county,kansas,2415,35,0.2944044861635987,0.004266731683530416,8203,28115,9.4,3.3
cloud county,kansas,2608,36,0.28375584811228377,0.003916875204003917,9191,25579,11.9,5.0
coffey county,kansas,2785,42,0.3344140249759846,0.005043227665706052,8328,31679,11.3,3.7
comanche county,kansas,543,16,0.311889718552556,0.009190120620333142,1741,28388,8.1,1.8
cowley county,kansas,12291,152,0.3439773872159409,0.00425389007052502,35732,23130,16.0,5.2
crawford county,kansas,14793,128,0.3783472723087547,0.003273741016394281,39099,21207,21.1,5.4
decatur county,kansas,776,20,0.2684192320996195,0.0069180214458664825,2891,30890,17.5,2.8
dickinson county,kansas,5803,78,0.3028389520926834,0.004070556309362279,19162,24434,11.6,5.4
doniphan county,kansas,2803,34,0.35982028241335046,0.0043645699614890884,7790,24520,13.7,4.5
douglas county,kansas,33273,136,0.2824389250123084,0.0011544403510856832,117806,29438,18.7,4.7
edwards county,kansas,667,13,0.22640868974881195,0.004412763068567549,2946,27966,10.2,2.9
elk county,kansas,678,10,0.26268888027896165,0.0038744672607516468,2581,21156,13.5,6.9
ellis county,kansas,8301,81,0.28746060878900165,0.0028050005194445405,28877,29339,16.7,2.8
ellsworth county,kansas,2406,32,0.38003474964460593,0.005054493760859264,6331,24102,11.4,3.0
finney county,kansas,12874,112,0.347036148475618,0.00301911205757878,37097,23074,16.2,4.7
ford county,kansas,11997,113,0.34615384615384615,0.0032604304922384444,34658,22053,16.2,6.3
franklin county,kansas,8047,81,0.3143482167272159,0.003164186101019571,25599,25701,12.5,5.4
geary county,kansas,11203,75,0.3129679293775841,0.0020952061682869595,35796,21583,14.9,8.0
gove county,kansas,918,23,0.3487841945288754,0.008738601823708206,2632,29352,9.0,1.2
graham county,kansas,746,15,0.29129246388129637,0.005857087075361187,2561,27165,12.3,1.7
grant county,kansas,2748,36,0.3561430793157076,0.004665629860031105,7716,26138,10.0,4.6
gray county,kansas,1384,23,0.23051299133910727,0.0038307794803464357,6004,27031,8.5,2.8
greeley county,kansas,390,3,0.32231404958677684,0.0024793388429752068,1210,25775,11.5,1.1
greenwood county,kansas,2140,23,0.3436646860446443,0.0036935924201059902,6227,24837,12.4,3.9
hamilton county,kansas,544,3,0.2075543685616177,0.0011446012972148034,2621,21694,9.3,1.9
harper county,kansas,1887,27,0.32840236686390534,0.004698920988513749,5746,25698,16.8,3.7
harvey county,kansas,11583,123,0.3339676498572788,0.0035464060202404636,34683,26587,11.2,2.9
haskell county,kansas,1104,11,0.2705219308992894,0.0026954177897574125,4081,24141,13.3,3.6
hodgeman county,kansas,491,10,0.2618666666666667,0.005333333333333333,1875,28857,8.4,2.8
jackson county,kansas,4570,29,0.3430415853475454,0.002176850322774358,13322,25920,9.9,5.6
jefferson county,kansas,5611,61,0.29757106491302504,0.0032350445481544336,18856,27783,8.3,5.8
jewell county,kansas,936,13,0.31589605129935877,0.004387445156935539,2963,24361,14.2,2.2
johnson county,kansas,174328,1199,0.30119022731631295,0.0020715380349241616,578797,43061,5.6,3.5
kearny county,kansas,1365,20,0.3472398880691936,0.005087763927753753,3931,24232,13.2,3.9
kingman county,kansas,2266,28,0.2991024287222809,0.003695881731784583,7576,30927,7.6,4.7
kiowa county,kansas,755,7,0.2991283676703645,0.0027733755942947703,2524,24961,8.7,3.0
labette county,kansas,7771,74,0.3780956551355033,0.0036004476232180216,20553,22841,17.8,4.7
lane county,kansas,366,12,0.21504112808460635,0.007050528789659225,1702,29768,10.7,3.5
leavenworth county,kansas,23665,183,0.2982018422611172,0.0023059766378104563,79359,30170,9.0,4.2
lincoln county,kansas,725,10,0.23229734059596283,0.0032041012495994873,3121,25667,8.4,6.0
linn county,kansas,3384,28,0.35242657779629244,0.0029160591543428453,9602,25796,17.4,5.8
logan county,kansas,1008,13,0.36129032258064514,0.004659498207885305,2790,28549,8.9,3.0
lyon county,kansas,11754,120,0.3529517746681881,0.003603387183952916,33302,24307,18.6,5.8
mcpherson county,kansas,9312,126,0.3234231731036399,0.0043762156154487355,28792,29508,7.6,2.5
marion county,kansas,3931,43,0.32522544882932075,0.0035575411599238853,12087,25620,10.7,3.9
marshall county,kansas,2919,42,0.29607465260168375,0.004260066943909118,9859,27908,8.9,4.1
meade county,kansas,1347,20,0.31362048894062866,0.004656577415599534,4295,25173,12.2,2.8
miami county,kansas,9377,93,0.28435832120329935,0.002820232896652111,32976,31611,7.7,4.4
mitchell county,kansas,1735,22,0.2784911717495987,0.003531300160513644,6230,26108,14.8,3.8
montgomery county,kansas,10789,154,0.32241580252816543,0.004602097839404715,33463,22823,17.5,5.8
morris county,kansas,1740,28,0.31043710972346117,0.0049955396966993755,5605,26569,9.8,2.3
morton county,kansas,712,11,0.24292050494711703,0.0037529853292391675,2931,23038,8.0,8.7
nemaha county,kansas,3742,60,0.370678553739475,0.005943536404160475,10095,27438,10.8,1.8
neosho county,kansas,6011,66,0.3708433586279228,0.0040718119563205625,16209,23589,21.4,2.9
ness county,kansas,883,18,0.29423525491502833,0.005998000666444518,3001,30761,8.9,2.6
norton county,kansas,2425,37,0.43875520173692784,0.006694409263614981,5527,22935,11.6,2.5
osage county,kansas,4736,49,0.297974078268529,0.0030829243739776014,15894,27209,12.8,7.0
osborne county,kansas,1000,17,0.2714440825190011,0.004614549402823019,3684,26559,15.5,2.8
ottawa county,kansas,1429,17,0.23988584858150075,0.0028537854624811148,5957,28839,9.7,3.3
pawnee county,kansas,2556,24,0.3772136953955136,0.0035419126328217238,6776,24404,7.8,1.2
phillips county,kansas,1667,30,0.3060962174072714,0.005508630187293426,5446,24795,8.1,1.8
pottawatomie county,kansas,6964,55,0.3003277557357254,0.0023719165085388993,23188,27978,9.7,3.9
pratt county,kansas,2233,30,0.2309203722854188,0.0031023784901758012,9670,27063,10.9,4.1
rawlins county,kansas,762,9,0.30238095238095236,0.0035714285714285713,2520,27615,8.7,1.5
reno county,kansas,22234,228,0.35091540404040406,0.0035984848484848487,63360,25267,14.0,5.0
republic county,kansas,1537,16,0.32667375132837406,0.0034006376195536664,4705,27121,11.7,2.6
rice county,kansas,3036,23,0.30766112687474667,0.0023307661126874745,9868,23355,16.4,6.5
riley county,kansas,16092,81,0.21258719086873812,0.0010700697526949904,75696,26619,22.0,5.6
rooks county,kansas,1580,20,0.30691530691530694,0.003885003885003885,5148,25415,11.3,3.4
rush county,kansas,920,18,0.2949663353638987,0.005771080474511061,3119,25983,6.7,4.9
russell county,kansas,2132,37,0.3051381136396164,0.005295548876484901,6987,25686,13.8,4.8
saline county,kansas,16697,239,0.301749376513536,0.004319225069577475,55334,27951,12.6,4.2
scott county,kansas,1554,34,0.31198554507127085,0.006825938566552901,4981,31825,4.3,5.4
sedgwick county,kansas,168057,1360,0.32921110162120654,0.0026641383471372264,510484,27583,14.7,5.6
seward county,kansas,7955,59,0.3466533031200976,0.002571030155133345,22948,21158,18.8,7.3
shawnee county,kansas,59351,612,0.33269989685636125,0.0034306471142203686,178392,28584,13.2,5.4
sheridan county,kansas,896,18,0.35883059671605927,0.007208650380456548,2497,30165,4.8,2.1
sherman county,kansas,1779,20,0.2965494249041507,0.003333888981496916,5999,25653,16.5,4.1
smith county,kansas,816,7,0.22095857026807472,0.0018954779312212293,3693,28122,13.3,3.0
stafford county,kansas,1367,26,0.3215713949658904,0.0061162079510703364,4251,25941,14.5,3.7
stanton county,kansas,517,8,0.24537256763170384,0.0037968675842429997,2107,21062,10.8,2.1
stevens county,kansas,1832,20,0.31910816930848285,0.003483713638738896,5741,24691,16.8,4.5
sumner county,kansas,6561,70,0.28115358244772026,0.002999657182036339,23336,25393,11.8,5.1
thomas county,kansas,2946,28,0.3754301006754174,0.003568242640499554,7847,26718,11.1,1.9
trego county,kansas,903,10,0.31148671955846846,0.0034494653328734047,2899,33233,4.8,0.8
wabaunsee county,kansas,1947,22,0.28143972246313964,0.003180109858340561,6918,25790,6.1,4.3
wallace county,kansas,484,5,0.30421118793211815,0.0031426775612822125,1591,29931,10.6,5.4
washington county,kansas,1591,22,0.2855348169418521,0.003948312993539124,5572,26927,9.7,2.2
wichita county,kansas,588,8,0.2726008344923505,0.0037088548910523874,2157,27111,4.4,2.3
wilson county,kansas,3387,43,0.3823662226236171,0.0048543689320388345,8858,25107,16.8,5.1
woodson county,kansas,1012,15,0.3184392699811202,0.004719949653870359,3178,21419,20.6,5.5
wyandotte county,kansas,53736,477,0.32921024095278356,0.0029223106471355843,163227,20192,21.4,8.3
adair county,kentucky,7803,115,0.4042167426440116,0.00595731454620804,19304,18408,21.5,6.2
allen county,kentucky,8512,125,0.41264300950164823,0.00605972464611208,20628,21652,20.0,7.5
anderson county,kentucky,8489,79,0.3855656992324113,0.0035881364400236183,22017,24991,12.0,6.3
ballard county,kentucky,1742,37,0.21368989205103042,0.004538763493621197,8152,25063,18.2,4.7
barren county,kentucky,17288,239,0.39817587175825697,0.00550462941637109,43418,20493,22.9,7.6
bath county,kentucky,4646,53,0.38116334399868734,0.004348182787759456,12189,20059,24.0,7.8
bell county,kentucky,11139,172,0.40551166769813246,0.0062616039899523095,27469,14754,38.0,9.0
boone county,kentucky,47219,353,0.36981720211149577,0.002764681004370232,127682,33553,7.6,4.9
bourbon county,kentucky,7807,74,0.3900184842883549,0.0036968576709796672,20017,25994,16.6,6.9
boyd county,kentucky,22874,210,0.47176504558016746,0.004331147135255537,48486,26420,19.3,9.3
boyle county,kentucky,11425,165,0.38373694286769894,0.005541933967017096,29773,23822,15.5,4.9
bracken county,kentucky,2752,29,0.3303721488595438,0.003481392557022809,8330,22433,21.4,7.6
breathitt county,kentucky,5389,72,0.40592045796926784,0.005423320277191925,13276,16875,36.0,11.9
breckinridge county,kentucky,6685,89,0.33440048021609725,0.004452003401530688,19991,20735,17.7,9.8
bullitt county,kentucky,29123,258,0.3704179491745313,0.0032815242552974994,78622,26643,10.2,5.9
butler county,kentucky,4746,58,0.3726737338044758,0.0045543776992540246,12735,21787,22.0,5.4
caldwell county,kentucky,5077,66,0.3982897936769436,0.0051776888679689334,12747,25272,17.5,6.9
calloway county,kentucky,11782,105,0.30510669152682823,0.0027190801740211313,38616,21757,22.4,5.7
campbell county,kentucky,30133,212,0.32823188532090103,0.002309267570040521,91804,31065,14.2,5.4
carlisle county,kentucky,1356,24,0.2773006134969325,0.0049079754601227,4890,24015,17.3,7.0
carroll county,kentucky,4321,54,0.4040205703599813,0.005049088359046283,10695,22296,27.7,10.3
carter county,kentucky,12042,122,0.4397297790761366,0.004454993609640314,27385,18477,21.5,10.0
casey county,kentucky,5388,84,0.3409047769693135,0.005314773805757672,15805,18319,26.6,7.5
christian county,kentucky,20105,235,0.2775476959606836,0.0032441536210276374,72438,21393,19.7,8.0
clark county,kentucky,14495,83,0.405375171295131,0.0023212238163156864,35757,26219,15.0,6.7
clay county,kentucky,9730,110,0.46630882775807536,0.00527173392121154,20866,15388,39.5,9.1
clinton county,kentucky,4759,58,0.46620297805642635,0.005681818181818182,10208,19325,20.0,7.4
crittenden county,kentucky,2845,58,0.3107930959143544,0.00633602796591654,9154,22765,17.7,4.4
cumberland county,kentucky,2772,35,0.4110320284697509,0.005189798339264531,6744,18669,20.7,5.1
daviess county,kentucky,38783,447,0.3907292107437184,0.0045034153418364265,99258,26501,15.8,6.0
edmonson county,kentucky,3288,57,0.2725690126834121,0.004725192738124845,12063,21851,20.0,9.3
elliott county,kentucky,3680,22,0.4885171910261516,0.0029204832072215587,7533,13436,34.4,5.0
estill county,kentucky,5296,58,0.36823807537199277,0.004032818801279377,14382,17728,30.4,12.4
fayette county,kentucky,122877,724,0.38995077893681235,0.0022976176497656368,315109,31653,18.6,6.1
fleming county,kentucky,4981,74,0.343162245952463,0.005098174302445746,14515,23351,19.5,9.5
floyd county,kentucky,16922,254,0.45189200737041685,0.006782919860068897,37447,18366,30.7,11.6
franklin county,kentucky,18545,191,0.3711301006624107,0.003822369869318978,49969,28001,13.1,7.2
fulton county,kentucky,1476,35,0.23582041859722,0.005591947595462534,6259,18111,25.3,7.6
gallatin county,kentucky,2799,57,0.3235090152565881,0.006588072122052704,8652,22508,13.4,6.0
garrard county,kentucky,6014,93,0.3491234180889353,0.00539881574364333,17226,24874,18.2,8.9
grant county,kentucky,9976,74,0.40225806451612905,0.0029838709677419356,24800,20892,21.5,4.9
graves county,kentucky,13659,205,0.36659599023054834,0.005502026356048203,37259,22112,19.2,7.7
grayson county,kentucky,10065,151,0.38520417926441886,0.0057790194802709634,26129,19520,25.7,6.4
green county,kentucky,4827,51,0.43706990220934444,0.0046178920680912715,11044,23448,19.0,5.1
greenup county,kentucky,16765,159,0.4655392646895479,0.00441519493502166,36012,25378,16.5,8.7
hancock county,kentucky,3153,30,0.3624137931034483,0.0034482758620689655,8700,22438,15.7,6.2
hardin county,kentucky,43711,491,0.4058626356790685,0.004559002404850555,107699,26436,14.2,6.4
harlan county,kentucky,12804,233,0.4647887323943662,0.008457964280528533,27548,15457,35.6,10.7
harrison county,kentucky,8524,91,0.4575415995705851,0.004884594739667203,18630,22497,16.4,6.9
hart county,kentucky,6888,110,0.37170147320705843,0.005935999136581944,18531,19715,23.1,6.6
henderson county,kentucky,17657,185,0.3817564645853152,0.0039998270345066155,46252,23958,19.3,4.8
henry county,kentucky,6386,61,0.4073483447088091,0.0038910505836575876,15677,23932,18.2,6.5
hickman county,kentucky,1100,31,0.23783783783783785,0.006702702702702703,4625,19764,14.8,8.5
hopkins county,kentucky,19721,283,0.4288572360552354,0.006154180711101446,45985,23288,17.2,5.9
jackson county,kentucky,5219,84,0.39038073154312214,0.006283192460169048,13369,16827,33.0,8.6
jefferson county,kentucky,282746,2676,0.36990337241521865,0.0035008856874478335,764378,31039,15.0,6.4
jessamine county,kentucky,19107,168,0.36981051735150094,0.003251591925213386,51667,28195,18.0,6.9
johnson county,kentucky,9070,138,0.39325355532431494,0.005983350676378772,23064,19925,24.1,9.2
kenton county,kentucky,54074,472,0.32974565056986227,0.002878276936586437,163987,30195,12.9,5.3
knott county,kentucky,6064,77,0.38648820905035053,0.004907584448693435,15690,17670,32.6,13.6
knox county,kentucky,14999,174,0.47731033604887985,0.005537169042769858,31424,15869,34.7,10.7
larue county,kentucky,4817,80,0.34158275421925965,0.005672954190894908,14102,21879,15.8,6.3
laurel county,kentucky,26976,288,0.4503430660589973,0.0048079330895978364,59901,20446,24.6,9.9
lawrence county,kentucky,5548,80,0.35016409997475384,0.005049229992426155,15844,18885,24.5,7.8
lee county,kentucky,3505,59,0.5218103319934495,0.008783683191901146,6717,16489,32.7,10.3
leslie county,kentucky,5217,60,0.4899511645379414,0.005634861006761833,10648,15112,34.5,14.6
letcher county,kentucky,9847,138,0.427925774629525,0.005997131806527313,23011,18085,30.5,12.2
lewis county,kentucky,5744,94,0.42344268337633617,0.006929598230740877,13565,19346,26.1,7.0
lincoln county,kentucky,8904,151,0.36472371277598004,0.006185229181173964,24413,19351,23.8,8.7
livingston county,kentucky,3101,66,0.33387166236003446,0.0071059431524547806,9288,24464,16.2,5.9
logan county,kentucky,10322,140,0.38447498789436435,0.005214735352180877,26847,21465,17.4,6.2
lyon county,kentucky,3619,41,0.43771165940977264,0.004958877600387035,8268,27098,14.1,3.4
mccracken county,kentucky,23942,311,0.36673048939266295,0.004763728268361798,65285,29881,17.1,4.9
mccreary county,kentucky,7713,91,0.4345841784989858,0.005127338291638494,17748,11492,41.0,15.8
mclean county,kentucky,3337,62,0.3564790086529217,0.0066232240145283625,9361,22884,19.2,7.1
madison county,kentucky,35443,310,0.40104779578166017,0.003507739657825654,88376,23733,19.5,6.9
magoffin county,kentucky,5143,62,0.40233122115309394,0.0048501916607994995,12783,17279,28.6,10.3
marion county,kentucky,8038,92,0.4157227825187484,0.004758210499094906,19335,21823,18.4,9.4
marshall county,kentucky,10247,129,0.3286717772717067,0.00413766558681079,31177,27391,10.8,6.3
martin county,kentucky,4230,54,0.34743326488706366,0.004435318275154004,12175,14914,29.8,15.4
mason county,kentucky,6310,117,0.36756567833634296,0.006815401642686549,17167,25285,18.0,5.8
meade county,kentucky,7464,69,0.26233656684943063,0.002425137072964994,28452,25119,13.1,8.2
menifee county,kentucky,2364,36,0.3704748472026328,0.005641748942172073,6381,19744,20.1,5.4
mercer county,kentucky,9449,118,0.44199644494339974,0.0055196931424829265,21378,24981,16.7,9.1
metcalfe county,kentucky,3720,77,0.37237237237237236,0.007707707707707708,9990,18449,23.1,5.8
monroe county,kentucky,4501,90,0.42282761860028184,0.008454673555659934,10645,21985,23.5,7.7
montgomery county,kentucky,11351,128,0.41201451905626135,0.0046460980036297644,27550,21371,23.0,7.9
morgan county,kentucky,6720,36,0.5059859950304947,0.0027106392590919358,13281,17089,25.6,8.1
muhlenberg county,kentucky,13284,135,0.4264115815491285,0.004333451032003339,31153,20376,20.5,9.6
nelson county,kentucky,19224,171,0.42595998316013384,0.0037889698876603663,45131,28156,11.4,5.9
nicholas county,kentucky,2717,35,0.38478968984563094,0.004956804985129585,7061,21519,27.8,6.8
ohio county,kentucky,8956,123,0.37220513673011385,0.005111794530795445,24062,21368,21.3,10.0
oldham county,kentucky,23641,164,0.36577290238732535,0.0025374034935713953,64633,38063,5.6,3.5
owen county,kentucky,3126,40,0.29253228523301517,0.0037432154220475387,10686,22802,16.7,5.3
owsley county,kentucky,2094,34,0.4656437625083389,0.00756059595285746,4497,16582,33.0,12.5
pendleton county,kentucky,4367,43,0.30055058499655884,0.0029593943565037854,14530,23191,15.1,4.8
perry county,kentucky,15989,210,0.5850561674411797,0.0076841450473855615,27329,19890,26.2,13.1
pike county,kentucky,25157,366,0.4084856948007664,0.0059429091027181505,61586,20576,26.4,10.9
powell county,kentucky,6473,51,0.5241719977326099,0.004129889059842903,12349,19302,24.1,5.4
pulaski county,kentucky,22113,328,0.34565604776940634,0.0051270828774189516,63974,21036,25.2,8.6
robertson county,kentucky,878,22,0.4062933826931976,0.01018047200370199,2161,21764,30.4,5.9
rockcastle county,kentucky,6652,69,0.3955991674100505,0.004103479036574487,16815,19750,21.0,9.7
rowan county,kentucky,9776,79,0.40078714332568055,0.003238766808789767,24392,19032,26.7,4.5
russell county,kentucky,8367,100,0.4718853984546839,0.005639839828548869,17731,18857,25.3,9.4
scott county,kentucky,22857,124,0.4368525667979053,0.002369939987003555,52322,30702,11.5,4.8
shelby county,kentucky,16888,186,0.36848421374179047,0.004058388427047195,45831,30240,12.4,4.4
simpson county,kentucky,7513,104,0.420166657345786,0.0058162295173648,17881,22663,17.4,5.1
spencer county,kentucky,7070,67,0.3925161003775261,0.0037197423939595827,18012,30779,8.7,5.6
taylor county,kentucky,11828,145,0.46555931669684325,0.005707313233094545,25406,19885,23.1,7.6
todd county,kentucky,3556,48,0.28730710188252406,0.003878161105275915,12377,19555,20.1,6.9
trigg county,kentucky,5094,50,0.35657286854262915,0.003499930001399972,14286,26224,15.8,10.4
trimble county,kentucky,2751,48,0.3163159710244912,0.005519144532597447,8697,26542,15.2,10.5
union county,kentucky,5450,63,0.3654039557492457,0.00422393563526651,14915,21758,22.9,7.3
warren county,kentucky,55172,427,0.44556790282982295,0.003448442951285696,123824,25840,18.0,5.6
washington county,kentucky,5085,71,0.42378531544295356,0.005917159763313609,11999,22611,17.0,5.7
wayne county,kentucky,8319,106,0.40203943553063987,0.005122752754687802,20692,17627,23.2,10.1
webster county,kentucky,4899,52,0.37169954476479516,0.0039453717754172985,13180,21150,21.4,6.1
whitley county,kentucky,17160,234,0.4763094345907236,0.006495128653509868,36027,18463,25.2,9.2
wolfe county,kentucky,3563,30,0.4913804992414839,0.004137360364087712,7251,13533,36.9,10.5
woodford county,kentucky,9505,60,0.368168261223225,0.0023240500445442925,25817,31208,14.5,3.8
acadia parish,louisiana,18241,301,0.2913571964796269,0.004807769099301995,62607,21591,21.5,8.9
allen parish,louisiana,8819,143,0.343592940351424,0.005571356216153037,25667,20103,16.6,9.4
ascension parish,louisiana,40002,302,0.3357872558319133,0.0025350670281795366,119129,31520,11.7,6.3
assumption parish,louisiana,6402,72,0.2797954634849875,0.0031467156155762423,22881,25765,15.7,6.9
avoyelles parish,louisiana,13560,215,0.32996714928823456,0.005231780021900475,41095,20199,23.7,7.7
beauregard parish,louisiana,10652,144,0.2910541559648068,0.003934641237226078,36598,24551,17.3,7.4
bienville parish,louisiana,4707,115,0.3409387222946545,0.008329711719542228,13806,22701,25.3,7.4
bossier parish,louisiana,47109,522,0.37477923276424446,0.004152810705023151,125698,27235,16.4,5.8
caddo parish,louisiana,81999,1222,0.326599460706021,0.004867187904520271,251069,25565,23.4,7.0
calcasieu parish,louisiana,63247,731,0.31821909606395876,0.0036779319054303585,198753,26569,16.8,6.6
caldwell parish,louisiana,4286,55,0.4286,0.0055,10000,20961,26.2,9.4
cameron parish,louisiana,1325,10,0.19468116367910668,0.0014692918013517484,6806,29681,8.7,3.0
catahoula parish,louisiana,3002,59,0.2988849064117881,0.005874153723616089,10044,20717,21.8,5.6
claiborne parish,louisiana,3873,81,0.23766568483063327,0.004970544918998527,16296,16384,29.9,9.4
concordia parish,louisiana,5943,91,0.294047795754787,0.004502498639354807,20211,17551,31.2,9.2
de soto parish,louisiana,9072,142,0.33397143277867763,0.005227506994551613,27164,23471,26.3,10.6
east baton rouge parish,louisiana,129335,1395,0.28988024663410783,0.0031266319561957744,446167,30162,19.1,6.9
east carroll parish,louisiana,3041,38,0.4155506969117245,0.005192675594424706,7318,14694,48.2,6.9
east feliciana parish,louisiana,7878,177,0.402904925075436,0.00905231933718611,19553,21138,17.9,6.1
evangeline parish,louisiana,9858,161,0.2920888888888889,0.00477037037037037,33750,18655,26.4,11.9
franklin parish,louisiana,8458,186,0.4148518736511674,0.009123013537374927,20388,18786,28.8,8.8
grant parish,louisiana,6852,97,0.30719569603227975,0.004348800717327953,22305,18509,20.2,7.9
iberia parish,louisiana,23088,271,0.31478199220134706,0.0036948163499031985,73346,23410,20.4,11.2
iberville parish,louisiana,10948,155,0.3305355956765896,0.004679669102107361,33122,22252,19.3,7.5
jackson parish,louisiana,5246,81,0.3288615847542628,0.005077733199598797,15952,20109,25.4,6.2
jefferson parish,louisiana,134046,1409,0.30671474791665715,0.003223975947171642,437038,28839,16.3,5.9
jefferson davis parish,louisiana,7913,171,0.25196624741283236,0.005444992835535743,31405,23068,19.6,9.1
lafayette parish,louisiana,73077,520,0.3067497796247324,0.002182764555261722,238230,30656,16.6,5.1
lafourche parish,louisiana,32723,392,0.33352698956294846,0.003995433789954338,98112,26331,16.0,7.0
lasalle parish,louisiana,4893,67,0.3277294038847957,0.0044876088412592096,14930,18836,24.8,6.1
lincoln parish,louisiana,14664,156,0.30848199259508585,0.0032817233254796366,47536,21934,31.2,8.8
livingston parish,louisiana,41872,480,0.30542101884810646,0.003501196242049367,137096,27280,13.2,5.8
madison parish,louisiana,3729,64,0.3210227272727273,0.005509641873278237,11616,15134,36.4,12.3
morehouse parish,louisiana,8163,142,0.3104982883225561,0.005401293267402054,26290,18776,27.6,6.1
natchitoches parish,louisiana,12223,181,0.3130009474789378,0.00463496453355868,39051,18219,31.9,13.6
orleans parish,louisiana,106755,1169,0.2750127517504676,0.0030114739993096023,388182,29275,25.4,8.7
ouachita parish,louisiana,59554,806,0.38069972448268585,0.005152365549468463,156433,22538,24.5,7.0
plaquemines parish,louisiana,7435,48,0.3178165341540566,0.0020518081559374197,23394,26177,19.3,3.0
pointe coupee parish,louisiana,7437,96,0.3339320192178169,0.004310538368281622,22271,27160,17.5,8.3
rapides parish,louisiana,37952,604,0.2873410054512417,0.004572986069049061,132080,23486,19.5,7.7
